,metric
0,0.0388626903295517
1,-0.1836574673652649
2,0.7820386290550232
3,0.34280335903167725
4,0.3056624233722687
5,-0.09924163669347763
6,0.2668735086917877
7,-0.45378822088241577
8,-0.24263782799243927
9,-0.5622286796569824
10,-0.3734106421470642
11,0.16488532721996307
12,-0.011450828053057194
13,0.14164024591445923
14,0.7028375267982483
15,-0.060403596609830856
16,0.6576289534568787
17,0.036349400877952576
18,0.44410157203674316
19,-0.18687409162521362
20,-0.22779622673988342
21,0.170218825340271
22,0.5120458006858826
23,-0.573456883430481
24,0.39819490909576416
25,0.5364760160446167
26,0.7348775267601013
27,-0.1362873613834381
28,0.15032334625720978
29,0.26817241311073303
30,0.2854393720626831
31,-0.8444550633430481
32,0.6473129987716675
33,0.15143942832946777
34,0.4743572175502777
35,0.44684070348739624
36,-0.02412581443786621
37,-0.824603796005249
38,0.8174865245819092
39,0.24301192164421082
40,-0.4707719385623932
41,-0.34896793961524963
42,0.10457886010408401
43,-0.2503910958766937
44,0.6190556883811951
45,0.0731014683842659
46,0.5042904019355774
47,0.16854220628738403
48,0.4010608196258545
49,-0.29083243012428284
50,-0.15205416083335876
51,-0.6058512330055237
52,0.369802862405777
53,-0.5007874965667725
54,-0.21679863333702087
55,-0.20825417339801788
56,-0.2010888308286667
57,-0.4398728907108307
58,0.008875085040926933
59,0.2291710078716278
60,0.021481720730662346
61,-0.9933186769485474
62,-0.2660466134548187
63,0.2508150637149811
64,0.3496357202529907
65,0.34418007731437683
66,-0.02999008446931839
67,-0.48307302594184875
68,-0.1282844990491867
69,0.5141961574554443
70,0.4428042769432068
71,-0.4830303490161896
72,0.04532618075609207
73,-0.21604777872562408
74,0.10091531276702881
75,0.26661452651023865
76,0.185152068734169
77,0.3003835678100586
78,0.2622920870780945
79,-0.9010719656944275
80,-0.08837881684303284
81,0.1989419013261795
82,0.18057726323604584
83,-0.3225008547306061
84,0.4352942705154419
85,0.35900750756263733
86,0.07109003514051437
87,0.050657693296670914
88,0.38347071409225464
89,-0.3562801480293274
90,-0.06290895491838455
91,-0.0566670261323452
92,0.2433485984802246
93,0.1755792498588562
94,0.28654441237449646
95,0.06246082857251167
96,0.11928851157426834
97,0.6616286635398865
98,-0.456068754196167
99,-0.07786326855421066
100,0.23535814881324768
101,0.15489651262760162
102,0.7339534759521484
103,0.1534532755613327
104,-0.6656185388565063
105,-0.48615992069244385
106,0.011304735206067562
107,0.4891767203807831
108,-0.42592623829841614
109,0.35499706864356995
110,0.24665114283561707
111,0.1513773500919342
112,-0.4361841380596161
113,-0.8074170351028442
114,-0.09096237272024155
115,0.7849913239479065
116,0.4422854483127594
117,-0.0033543468452990055
118,0.24841398000717163
119,-0.08233311772346497
120,-0.003781278384849429
121,0.076890729367733
122,0.2412598580121994
123,-0.8977699279785156
124,-0.12010418623685837
125,0.20417071878910065
126,0.15908193588256836
127,-0.46389976143836975
128,0.27084288001060486
129,0.007702358532696962
130,0.24667689204216003
131,0.19230753183364868
132,0.2989307940006256
133,0.28508859872817993
134,-0.7861979603767395
135,-0.38381847739219666
136,0.7244083881378174
137,0.2895296514034271
138,-0.42609483003616333
139,-0.45976027846336365
140,-0.03009938634932041
141,0.18381227552890778
142,0.5337507724761963
143,-0.8137276768684387
144,0.3918566107749939
145,0.5469632744789124
146,-0.8919039368629456
147,0.11145731806755066
148,0.2669447958469391
149,0.17801932990550995
