,metric
0,0.01931866444647312
1,0.08014584332704544
2,-0.6296588778495789
3,0.6710956692695618
4,0.604610025882721
5,0.2257610410451889
6,0.047272440046072006
7,-0.1399405151605606
8,0.10208448767662048
9,0.32613715529441833
10,0.1820267289876938
11,0.7503477931022644
12,0.5410545468330383
13,-0.25999748706817627
14,-0.2885022461414337
15,0.6642490029335022
16,0.14658021926879883
17,0.23089447617530823
18,0.6367992162704468
19,0.40037375688552856
20,-0.6587362289428711
21,0.5697042346000671
22,0.5640790462493896
23,0.6755021214485168
24,-0.3409693241119385
25,0.5041323900222778
26,-0.08187416940927505
27,0.5008916854858398
28,0.3533346951007843
29,-0.7896566390991211
30,-0.0904412642121315
31,0.023699598386883736
32,-0.009014228358864784
33,-0.14661893248558044
34,-0.27230292558670044
35,0.6206310987472534
36,0.08064965158700943
37,0.5538091063499451
38,0.21692292392253876
39,0.33132168650627136
40,0.5025991797447205
41,0.44613176584243774
42,-0.3361465036869049
43,0.15412475168704987
44,-0.3506257236003876
45,-0.7256530523300171
46,0.38367778062820435
47,0.18983423709869385
48,0.1589629054069519
49,-0.49292024970054626
50,0.5193677544593811
51,0.4935600161552429
52,-0.27545061707496643
53,0.23460069298744202
54,0.8520383238792419
55,-0.579581618309021
56,0.34317857027053833
57,0.2885408103466034
58,0.37081968784332275
59,-0.6490410566329956
60,-0.04675249755382538
61,0.5621989965438843
62,0.046570535749197006
63,0.9709829688072205
64,-0.06400439888238907
65,0.6488008499145508
66,0.13333161175251007
67,0.5270699262619019
68,-0.42397382855415344
69,0.6061647534370422
70,-0.29783323407173157
71,0.07535390555858612
72,-0.5839874148368835
73,-0.24979759752750397
74,-0.8568187355995178
75,-0.154645174741745
76,0.5309370160102844
77,-0.010134044103324413
78,0.39832884073257446
79,0.8109497427940369
80,0.16310682892799377
81,-0.7033060193061829
82,0.63453209400177
83,0.5021171569824219
84,0.33648309111595154
85,0.5083104968070984
86,0.20966142416000366
87,-0.022252684459090233
88,0.05386141687631607
89,-0.3983899652957916
90,-0.7048593759536743
91,0.7369669079780579
92,0.1679750680923462
93,-0.3097296953201294
94,0.9315587282180786
95,0.8837302923202515
96,-0.4064829349517822
97,0.612018883228302
98,0.2636292576789856
99,-0.09798918664455414
100,-0.5810763239860535
101,0.6507596969604492
102,0.054364196956157684
103,0.8317920565605164
104,-0.13754792511463165
105,0.21018658578395844
106,0.6033800840377808
107,0.2996767461299896
108,0.26669153571128845
109,-0.007270222995430231
110,0.4744065999984741
111,0.20275995135307312
112,0.9501336812973022
113,-0.09119793027639389
114,0.05254601314663887
115,0.24649937450885773
116,-0.025914020836353302
117,-0.26420119404792786
118,0.6221749782562256
119,0.32424360513687134
120,-0.602954089641571
121,0.709222674369812
122,0.6453036665916443
123,0.9502002000808716
124,-0.07195854187011719
125,-0.08549851924180984
126,0.6888864636421204
127,0.5268869996070862
128,0.41642752289772034
129,-0.5154598355293274
130,0.13341647386550903
131,0.9028911590576172
132,0.20073744654655457
133,0.8563417792320251
134,0.7073538899421692
135,-0.20834511518478394
136,0.7429999113082886
