,metric
0,0.747279942035675
1,-0.7878705859184265
2,0.22667227685451508
3,0.5914533138275146
4,0.056783754378557205
5,-0.22090362012386322
6,-0.6019300818443298
7,-0.35921287536621094
8,0.21885809302330017
9,-0.764090895652771
10,0.26847726106643677
11,0.02114485204219818
12,-0.48547664284706116
13,0.5545273423194885
14,0.47557544708251953
15,0.6820859909057617
16,0.081306092441082
17,0.671184241771698
18,-0.1301146298646927
19,0.44427621364593506
20,-0.23152665793895721
21,0.563006579875946
22,-0.2681960463523865
23,0.285030335187912
24,0.31772300601005554
25,0.4116617441177368
26,0.46347129344940186
27,0.8510531783103943
28,0.35097870230674744
29,0.22706173360347748
30,0.7514894604682922
31,0.667593240737915
32,0.3377153277397156
33,0.27729305624961853
34,0.4775362014770508
35,0.4562554657459259
36,0.6835992336273193
37,0.658923327922821
38,0.6443343162536621
39,0.6273123621940613
40,0.5088585019111633
41,0.06280022114515305
42,0.10275553166866302
43,0.25485605001449585
44,0.5017564296722412
45,0.4815404415130615
46,-0.3690740168094635
47,0.5115293860435486
48,0.6473066806793213
49,-0.05365990102291107
50,-0.5987943410873413
51,-0.6069031357765198
52,0.19971473515033722
53,-0.07244402170181274
54,0.5693035125732422
55,0.27981626987457275
56,0.741012454032898
57,0.443679541349411
58,0.4131340980529785
59,-0.48593223094940186
60,-0.049255263060331345
61,0.03298766165971756
62,-0.007645085453987122
63,0.05514928698539734
64,-0.001684172311797738
65,0.5668202638626099
66,-0.10081075876951218
67,0.1397869884967804
68,-0.10651370882987976
69,-0.07172514498233795
70,-0.13896538317203522
71,0.42977580428123474
72,-0.18602900207042694
73,0.7770025134086609
74,0.6389402747154236
75,0.40275898575782776
76,0.33803966641426086
77,0.5046499967575073
78,0.6850956082344055
79,-0.5331476926803589
80,0.20164737105369568
81,0.5257880091667175
82,0.21213217079639435
83,0.38650739192962646
84,0.6928411722183228
85,0.7832813858985901
86,0.1156921237707138
87,0.5082184672355652
88,0.15667378902435303
89,0.4210600256919861
90,0.6051250696182251
91,0.3784852623939514
92,0.0654018372297287
93,0.1988823562860489
94,0.4819200336933136
95,-0.4801199734210968
96,0.3629431128501892
97,0.30210521817207336
98,-0.0841403603553772
99,-0.44117259979248047
100,0.287008136510849
101,0.3499549329280853
102,0.22764171659946442
103,0.5687379240989685
104,0.6450121402740479
105,-0.4687683880329132
106,-0.44855237007141113
107,-0.5751099586486816
108,0.37159284949302673
109,0.05608339607715607
110,0.29099249839782715
111,0.6677746176719666
112,-0.27988797426223755
113,0.6916277408599854
114,0.5630753636360168
115,0.335157573223114
116,-0.7710779905319214
117,0.08024737983942032
118,0.2808986306190491
119,-0.8512740135192871
120,0.36032843589782715
121,0.3931366801261902
122,-0.7512193322181702
123,0.2730730175971985
124,0.1112988069653511
125,0.15090914070606232
126,0.4851726293563843
127,0.04939302057027817
128,0.6184617280960083
129,-0.4068644344806671
130,0.4820513427257538
131,0.41466110944747925
132,0.4361096918582916
133,-0.14555899798870087
134,0.2785404622554779
135,-0.2048424333333969
136,0.4915768802165985
137,0.4450073838233948
138,-0.272875040769577
139,-0.08774274587631226
140,0.6316897869110107
141,-0.10281557589769363
142,-0.5553110241889954
143,0.7135025262832642
144,0.6848089694976807
145,0.19808314740657806
146,0.042573630809783936
147,-0.42475131154060364
148,0.5727342963218689
149,-0.7402703762054443
150,0.23477645218372345
151,0.5327077507972717
152,0.3816828429698944
153,0.18722179532051086
154,0.015520529821515083
155,0.48751476407051086
156,0.1971363127231598
157,0.29672905802726746
158,0.6948708295822144
159,0.5677325129508972
160,-0.16825255751609802
161,0.4670241177082062
162,0.3820231854915619
163,0.0746123194694519
164,0.023373518139123917
165,0.2926468551158905
166,-0.23236770927906036
167,0.4871412515640259
168,0.5330747961997986
169,0.2990673780441284
170,0.9353423714637756
171,0.519542396068573
172,0.6549161672592163
173,0.03265947476029396
174,0.2835626006126404
175,-0.6559297442436218
176,0.015077379532158375
177,0.5657764673233032
178,0.6934530735015869
179,0.401752233505249
180,-0.10430604219436646
181,0.2763923108577728
182,0.17856267094612122
183,0.23119758069515228
184,-0.09942808002233505
185,0.6050310730934143
186,0.40167704224586487
187,0.7172685861587524
188,0.2900165617465973
189,0.4788171052932739
190,0.08816038817167282
191,0.5921505093574524
192,0.18959352374076843
193,-0.3030533492565155
194,0.4526786804199219
195,0.741218090057373
196,0.434226930141449
197,-0.10493171960115433
198,0.4798058867454529
199,0.10691945254802704
200,0.3650549054145813
201,-0.5369229912757874
202,0.542365550994873
203,0.17751199007034302
204,0.23496942222118378
205,0.49351969361305237
206,0.4924145042896271
207,-0.6242186427116394
208,0.5331364274024963
209,-0.09823942929506302
210,-0.14753292500972748
211,0.4069387912750244
212,0.5034118294715881
213,0.48020923137664795
214,-0.0882808268070221
215,0.44196581840515137
216,-0.16668818891048431
217,0.6569677591323853
218,-0.07064241915941238
219,0.29815658926963806
220,0.6928931474685669
221,0.6252068281173706
222,-0.07291312515735626
223,0.4094683825969696
224,-0.008219950832426548
225,-0.005753699690103531
226,-0.3823360502719879
227,-0.1479072868824005
228,0.5808829665184021
229,0.2674235701560974
230,-0.5534597635269165
231,0.23508252203464508
232,0.22298577427864075
233,0.01610412448644638
234,0.7165700197219849
235,-0.38557541370391846
236,0.46095457673072815
237,0.696711003780365
238,-0.8040649890899658
239,0.35501813888549805
240,0.16744646430015564
241,0.5403515100479126
242,0.1809404045343399
243,0.13742904365062714
244,-0.6370799541473389
245,0.06889106333255768
246,0.1711166650056839
247,-0.5231070518493652
248,0.47956207394599915
249,0.17721514403820038
250,-0.04556407406926155
251,0.08583482354879379
252,0.08323660492897034
253,0.035976655781269073
254,0.528627872467041
255,0.5610020160675049
256,0.20773844420909882
257,-0.5896679759025574
258,0.35999059677124023
259,-0.18813666701316833
260,0.5381468534469604
261,0.23903746902942657
262,0.4475640654563904
263,0.5839170813560486
264,-0.13594765961170197
265,0.5519893765449524
266,0.7427765727043152
267,-0.3382644057273865
268,0.38235539197921753
269,0.4337988793849945
270,0.32294410467147827
271,0.13439014554023743
272,0.4530913233757019
273,0.36816948652267456
274,0.5138759613037109
275,0.2548435926437378
276,0.03430765122175217
277,0.627185046672821
278,0.468002051115036
279,-0.3667651414871216
280,-0.08592687547206879
281,-0.1702180802822113
282,0.4873602092266083
283,0.4523049294948578
284,0.5861487984657288
285,0.22065839171409607
286,0.6096434593200684
287,0.08347522467374802
288,0.3785853385925293
289,0.5463585257530212
290,0.059724822640419006
291,-0.04920261725783348
292,-0.46934983134269714
293,0.36478856205940247
294,0.3848082721233368
295,0.43178504705429077
296,0.5508403778076172
297,-0.09699977934360504
298,0.6205337643623352
299,0.3859826624393463
300,0.7274671196937561
301,0.08120130747556686
